content,sentiment
"Tameng beningnya polisi tahan batu, tapi engga sama es? Ada yg eksperimen dong.. Kali aja sarannya salah wkwkwk😂\nAnak SMK bawa es batu sisaan es mambo coba",neg
"udah rusak otak manusia disini kali ya. udah tau udaranya ga sehat masih aja bakar sampah, pagi-pagi pula. taik.",neg
Sedih akutu kalo udah dikasi lagu2an gini :(,neg
good morning it's halal to say DPR BACOT DIGAJI PAKE UANG RAKYAT AJA BELAGU LO KONTOL amit2 gua nanti satu neraka ama mereka,neg
Semangat Binusian!!,pos
BAJINGAN BANGSAT GOBLOK\nMASA GATAU SIH MATA TUH AREA SENSITIF? GILA MALAH LEMPAR GAS AIR MATA EXP 3 TAON ANJIR SMFH @ POLISI2 YG LEMPAR GAS AIR MATA,neg
OHH HAHA DENDA 1 JT TRUS UANGNYA DIPAKE DPR?? HAHAHanjing hina lu dpr hina lu semua jajaran dpr bodoamat,neg
"pak Ganjar ku sayang yang ganteng, maju pilpres 2024 dong pak 😍 respect banget sama beliau ini",pos
@irfanades95 DPR mundur woee..\nGobloknya kelewatan!,neg
i was there and literally merinding bgt bener2 kita di lindungin bgt😭😭😭,neg
that “anying cakep bat asli” 😂😂,pos
yg tengah aduh,neg
"panjang umur perjuangan, panjang umur negeriku.\n \n#HidupMahasiwa #TolakRUUKUHP #TolakRKUHP",neg
Miris bangt Indonesia. sampe ada korban yang meninggal 😭😭😭😭,neg
btw amazed bgt sama binusian ditengah2 ancaman dropout tetep mau turun👏🏼👏🏼👏🏼 this country needs OUR help #HidupMahasiswa,neg
Sumpah ya dpr gausah ada lo kerjaan lo makan uang rakyat doang tai lebih bener kerjanya mpm di kampus gua bangsat,neg
Apaan sih ini bukan di indonesia. Gue udh pernah liat tweet ini sebelumnya. Jangan nyebar berita yg ngga ngga,neg
@AsiknyaWinner kuala lumpur #BubarkanDPR,neg
@AsiknyaWinner pengabdi setan #BubarkanDPR,neg
ya Allah aku baru nyadar no rekening buat trf membership sm tiket beda huhuhu untung ga main copas aja 😭,pos
Ga bisa teriak ada emak bapak :(,neg
@viralsocmed itu ga bagus sih #BubarkanDPR,pos
18k bisa shopee,neg
@viralsocmed sombong #BubarkanDPR,neg
@AsiknyaGA jawa #BubarkanDPR,pos
@pejuangkuis_ aku sayang kamu #KitaDukungJokowi,pos
all I know is this baby better have hella hair cuz this heart burn ain’t a joke lately. 😣,neg
"goodnight, good people. fuck dpr. we will be victorious. https://t.co/ovGekyYAWn",neg
Plot twist mbaknya meganging rokok temennya,neg
wkwkwkwk aku kalo beli kaos ini bakal tak cari itu org yang suka interview berapa harga outfit lo,neg
JANGAN MENYERAH!!!\n#HidupMahasiswa,neg
Dprnya mah ga dipenjara😔,neg
@yoursoul__ IYA BENERR IH yg aku suka beneran ga cuma cinta2an aja jd sukaa trs aku ada lagi teenlit yg kembar 3 itu tp aku lupa judulnya apaa itu jg favorit...,neg
I wanna cry and scream from the top of my lungs,pos
@cuitantheboyz jacob eh tapi bias\nhyunjae deh\neh tapi bias semua the boyz ahh,neg
"@captbahng heran gue, ada yang ga nyantol mirror, 4419, glow sama voices, pdhl semua itu laginya enak puollll :""(",pos
@k3_empat WIB (waktu Indonesia bercanda),pos
AKU ENGGA SIAP BAZENG,pos
"Kalau ku udah ga pakai kata nggih, percayalah itu waktu dimana aku sdg hilang respect. Sesederhana itu bacanya. But something bigger is harder to read, cause the sea is deep to cover it",neg
@chelpr Ngga bet wkwkwk tiba-tiba yang ga deket pada nanya juga :&lt;,neg
@chelpr Ih coba duluu 🥺🥺,neg
"@rizkeedm Coba kalo English ya,, heran",pos
untuk apa merendahkan diri sendiri jika kau bisa menguasai keduanya bahkan lebih (kalo mau belajar yaaa kalo cuma mau bisa masak brownies dan agar-agar yowis sekarepmu),neg
Indonesia Maju Tak Lepas Dari Pendidikan! #BergerakBarengJokowi\nhttps://t.co/2fb36kUbBV,neg
@kochenggg_oren mie goreng #SyahraviBODYLANGUAGE,neg
"@nctconfess KITA TRADE MAU GA NDER? AKU KASI KAMU GRATIS STIKER GAMBARANKU ATO ARTPRINT BOLE PILIH, KETUK DMKU YA NDER UWU TYSM",pos
MAMPUS NGAKAK BET W,neg
GOBLOK BGT GUA MAU NONTON KONSER TIKETNYA KETINGGALAN HQJAVSHAHAHAJJAHA UNTUNG MASI DEKET,neg
"@yoursoul__ selca aku aja mau ga, ga secakep baby soul kok tp sp tau bisa bikin km ketawa",neg
@MelindaAghnia Dua tiga jarum suntik\nItu muka apa keramik\n\nMulus amat woi😭,pos
"@_na_u_73465 WAH BOLEH JUGA TUH SKDJJD 😂😂😂😂😂 kita patungan modal trs coba jual, tar kalo tbtb jd tren bilangnya inspired by drug dealer lmaoooooo",pos
rumor apaan lagi anjer chungha dateng buldep ga ga ga gada,neg
@lniakunku @lenichy_ @lamdita @GrabID Woi anda punya hutang mekdi,neg
"Kalau beropini, banyak kontra juga aku liat. Entah aku yg barbar atau gmn. Kalau memang ini untuk negara, why not. Mahasiswa memang seharusnya aktif seperti ini.",neg
hampir seharian gak pegang hp aku sendiri😭👍🏻 mantul ternyata aku ga ada yang nyariin wkwk,neg
"Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! https://t.co/GuNPJvhTYA via @ChangeOrg_ID \n\ntolong diisi ya teman2! rkuhp ini merugikan banyaaak pihak. terima kasih 💖✨",neg
"siapa tau ada yg mau ngefollow account shit post-fangirling gua, https://t.co/AGzDNE8ZPN ya uwu",neg
CAKEP AMAT WOE NYANTAI AJADONG,pos
WKWKWK BOMI TUH KENAPA RELATABLE BANGET SIH ya aku juga kl ada yg gratis knp pilih yg bayar ya wkwkwkwk,pos
"Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! https://t.co/blMxRZ3Qo0 via @ChangeOrg_ID",neg
"Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! https://t.co/GRxPQ4fJKF via @ChangeOrg_ID",neg
@giveawaykuy jawa barat #AHYdiRotterdamUniversity,pos
"@Raesaka @mazzini_giusepe Aku cuma survey lapangan, ngukur2 in rumah orang aja di foto2in sama junior2 uwe. Trus fotonya di share di grup kantor. Ku ga minta di foto. Tp itu udah otomatis. Buat apa lagi kalo bukan buat laporan. Bisa jadi memang sistem yg benar spt itu akanggg",neg
@giveawaykuy jawa tengah #AHYdiRotterdamUniversity,pos
"Conversation at the hospital with an elderly woman a few days ago:\n\n""Saya juga ada benjolan di sini, tapi ga mau saya periksain, udah tua, nanti dibikin ga bisa ngapa-ngapain sama dokternya.""\n\nI wonder if i will have the same attitude as her when i get old",neg
"Kita Indonesia Kita Tetap Jokowi, Yg Iri Kelaut Aja\n#TetapDipimpinJokowi https://t.co/y4EiqbpfF7",pos
oiya tadi gempa pas kuliah tapi ga kerasa apa-apa bahkan tau dari dosen yang ngajar hihi,neg
@ohygil blm pernah nyobain chatime dan kalau menang aku mau yg hazelnut chocolate milk tea :),pos
"@askmenfess Putus lah gelo, masa iya situ masih mau sma cowo model begituan hadeh",neg
Baru masuk kantor ada gempa masa,neg
Welcome to Indonesia dimana u korupsi dan u dilindungi wkwk ini secara langsung maupun gak langsung emang pengen melindungi para koruptor sih. Ga abis pikir 😩,neg
"Negara indonesia dididikan karena kekusaan Allah, dalam UUD 45 alinea ketiga disebut\natas berkah rahmat Allah SWT atau rahmat Tuhan yang Maha Esa #BincangSeruMahfud",pos
"Orang beragama dengan benar hatinya selalu sejuk, suka dengan orang lain yang berbeda\nkarena Tuhan menciptakan manusia untuk saling mengenal dan silaturahmi untuk kemajuan\nbersama. Itulah Indonesia #BincangSeruMahfud",pos
Indonesia Maju Untuk Lebih Baik #JokowiMajuIndonesiaMaju\nhttps://t.co/7JXKGpIAdZ,pos
@jualanx1 aku jual album x1 bisang ver + postcard + poster in tube + standee dongpyo 130 bisa shopee,neg
@jualanx1 aku jual album x1 bisang ver + postcard + poster in tube + standee dongpyo 130 bisa shopee,neg
ini gua lg interview tbtb ada anak mirip imah ngintip2 hp gua tp obvious gt loh aneh bgt anjir gua udh geser badan gua dia ngintip makin deket dong serem,neg
@Vbagie memulai perang anjir angkot gadiapa2in aja suka marah2 sendiri,neg
@_kuis_ jawa barat #AdaApaDenganPilrekUI,pos
@_kuis_ jawa timur #AdaApaDenganPilrekUI,pos
"Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! https://t.co/UKZEQ945ru via @ChangeOrg_ID",neg
gagal total but oh well at least ga segagal yg gua ekspektasiin https://t.co/qBpJtuwBkq,neg
"@lalaaranika ih dmn tu ka aku ga nonton, nonton nya yg mata najwa ttg kpk sampe kata eyang aku berisik bangeg tv nya🤣",neg
i have to WORK dan ini bakal gagal sih keliatannya im dissapointed 😔😔😔\n\n#TAEYONG #TAEYONGFloveTaeyong #태용 #태용사랑해 https://t.co/hoyFhXF1Pn,neg
@tubirfess lol sama HAMnya pelaku pemerkosaan dan janin hasil pemerkosaan. korban pemerkosaan seketika gapunya HAM:/,neg
@putriheldi Korban drama korea. Uwwwww takut dikira kafir jangan korea2an,neg
ditambah everglow mantep nich,pos
"@busanleads ""ibun sama ayah coba pake ini deh lagi ngehype diantara temen temen kakak""\n""gimana kak cara pakenya""\n""kayak pake kamera biasa kok bunn sini kakak aturin filternya""",neg
@viralsocmed nasi goreng #RibutMuluKapanBahagianya,neg
"@nctconfess Wkwkwk dek pinter atur waktu coba kalo lu emang oengen banget dateng\nBelajar jauh2 hari\nDateng ae, besoknya tetep masuk daripada ulangan sendirian, gue si ogah\nJangan jadiin nct buat alesan bolos ya, ortu lu ngamuk baru tau rasa lu",neg
"Then ku ketemu nak magang lainnya. Yg ini mau nemenin muter2. Naknya polos njir!\n1. ku bilang di kantor kalo sampe mlm sndiri serem. Dia jawab kan ada aku\n2. dia tanya bobo dimana? Dirumahku po?\nAnjir mainnya kagak gitu adek\n*Btw no.2 ada terusannya, ada kaka2 cewekku. Salah gawl",neg
@Yuqii_CB97 dom serang banten. mau album X1 yg quantum leap ver🙏,neg
@MenuWarteg semoga makin membaik kedepannya  #Film6Koma9Detik,neg
"@MenuWarteg penasaran banget sih samaa ceritanya gasabar,pasti keren #Film6Koma9Detik",pos
@pertamina amin semoga segera dan cepat kembali seperti semula #PertaminaPeduli,pos
@KuisViral jawa timur #BantuPadamkanApi,pos
@KuisViral jawa barat #BantuPadamkanApi,pos
GILA MAAAAN BENER-BENER GILA,neg
@bangbay__ aaa jd ikut seneng!! yg hazelnut emang enak bgt ❤️❤️,pos
"adek pas lagi study tour\n\n""Dek udah bangun??? Studytournya hari ini ngapain aja? Jangan telat nanti ngerepotin temennya loh""\n\n*kirim foto*\n\n""Udah siap bun ini mau keluar penginapan kok terus naik bis lanjut ke museum duluuuu~~~♡"" https://t.co/umHWJrk12f",neg
fix gua hbs ini auto masuk neraka lewat jalur snm di seat vvip https://t.co/EOQyctXaXi,neg
@Vbagie gua lebih miskin. mending lu yg nyumbang gua,neg
merayakan dengan makan nasi padang miluv,pos
@KuisViral kebakaran hutan dan lahan #AtasiKarhutla,neg
@giveawaykuy jawa timur #AtasiKarhutla,pos
apa iya jika aja RUU KUHP disahkan nanti hidup kita ga bisa dibilang asik kalo belom pernah icip-icip penjara?,neg
"nangis yg pas bagian ""even if the world only remember the results,..."" kek iya org2 yg ga ngikutin mereka pasti cuma lihat hasilnya aja but if we look deep inside they are more than the results, they are much more than that :""""""",pos
@meiditodinson budaya indonesia asli yang sudah meluntur???? tergantikan dengan tren kekinian,pos
LAGI SEKOLAH INI WOT KNP SPAM BGT NANGIS,neg
JANCUUUUQ APAKAH KM MAU AQ MATI?!,neg
SANA YAALLAH KASAR,neg
Kebanyakan nntn vlog nya rans. Sampe mimpi gua drink bengbeng-_-,neg
bgsd mereka yg begitu gua yg malu\n https://t.co/I1653l89WU,neg
"@harunotess Parno nemen lek krungu ""Innalillahi..."" :(",neg
Woi sebel bgt mau ngirim ppt lwt email tp internet lemot gmn :(((,neg
@KPI_Pusat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat bangsat,neg
"Wes nenteng handuk, gowo seperangkat alat mandi, mlaku metu kamar nang jeding terus ujug2 enek halo2 ""innalillahi...telah meninggal..."" \nNgibrit mbalek kamar neh\nAncen jereh",neg
@shiningjae6 Wkwkwk coba liat dong ka yg decriptionnya hangyul kek manaa,neg
"@areajulid tp rambut gondrong ≠ perempuan??? did u mean feminime, maybe?\nidk gua bkn penyuka cowo gondrong tp kalo segitu its fine for me, jd hot bgt sih imo malah, ga feminim samsek\ncontoh : https://t.co/8aDJimGFQP",pos
@kochenggg_oren Dimanakah cinta sejati yang memberi ketenangan hati.. #MunasHipmiXVI,pos
"Indonesia darurat mental menyalahkan, ga tega sih liat ekspresinya si kaka :(",neg
KPK tidak memiliki SOP yang baku dan cenderung terkesan abuse of power dan adanya\npengkotak-kotakan fraksi-fraksi di tubuh KPK #KorbanKPK,neg
KPK tidak boleh menurunkan tingkat kepercayaan publik terhadap penyelenggaraan\npengelolaan keuangan KPK #KorbanKPK,neg
WOW WOW WOW!!!!!!!!! pantes saja revisi UU KPK sangat ditentang oleh orang dalam 🤣🤣 Denny Siregar: NOVEL BASWEDAN | TIMELINE https://t.co/FHrMZvHohm lewat @YouTube,pos
@pertamina moga cepat selesai ya untuk tim pertamina\n#MoveOn\n#Sustainability\n#PertaminaPeduli,pos
pada ngeri kalo bung faizal sdh kasi statement 👍🏻,neg
@SetiapHariGA Pengabdi setan #SapapuaSaindonesia,neg
"Kalau semua saudara, ga cuma orang Papua yang jomblo akut, seluruh Indonesia juga. Ayo\njomblo di seluruh Indonesia, mari kita bersatu! #SaPapuaSaIndonesia",pos
"@askmenfess Yang khusus bni lah nder:)))) nggak mungkin kamupake bni tp m banking mandiri:"")",neg
@giveawaysantai jawa timur #YTrending1CintakuKini,pos
@giveawaysantai jawa barat #YTrending1CintakuKini,pos
Mungkin belum saatnya aja mbak,neg
"@jokoanwar sorry ya om joko, lebih nunggu perempuan tanah jahanam soalnya 😂",neg
apa kalian tidak ingin menangisi frank iero,neg
"kayaknya gue bukan sekadar takut kodok/katak, ini levelnya udah fobia serius sih rasanya😢 parah",neg
Yaampun suka kaget denger suara kucing meraung jam segini gue kira ada korban pemerkosaan :',neg
"@bhsellzone2 Kaos bt21 x hunt, tp masing2 karakter sisa 1 doang soalnya satunya aku pake dan dibeli temenku wkwk https://t.co/mXNNuvRrRi",neg
"dan super kesel kalo org blg “you hype nct more than exo nowadays” \n\nmaaf ya, fangirling is just some kind of a relief stress for me. \n\njangan dibikin susah gitu loh.\n\nnghype nct terus bukan berarti gasuka exo lagi hhhhh :(",neg
"@moviemenfess All of it, but my fave one is Freed.",pos
minhee blonde sejak kicik..... lucu sekali.... https://t.co/FCmuyeaRSe,pos
"ngerjain pr pkn aja males, aku ini orang indonesia apa bukan sih:(",neg
@MakanPolitik @jokowi @tempodotco harus tegas dong #TempoKacungKPK,pos
"Mereka berdua tuh keliatan sekali cocoknyaaa. Tapi maaf untuk mba suzy, jangan jadikan Lee Seunggi 'Lee'-mu yang selanjutnya yahh :(((\n\nBukan gitu gaes, tapi aq masih patah hati gegara Lee Minho :((( https://t.co/5Oa3ACBaTz",neg
dari kemaren sibuk nyari film forensik gitu buat bahan belajar tanbahan terus nemu yang buatan indonesia judulnya BRATA yg jadi doker forensiknya laura basuki!!!! Baru nonton 1ep dari 6eps total sih tapi sepertinya bakal seru huhu knp baru ketemu sama ini https://t.co/RRAY7BUCac,neg
@giveawaysantai Jawa Timur #TempoKacungKPK,pos
@giveawaysantai Jawa barat #TempoKacungKPK,pos
KPK pilah-pilih atas Pemberantasan Korupsi yang ditegakkan. Skandal! #TempoKacungKPK,neg
"KPK memilih-milih, siapa yang dilindungi, siapa yang dibuka, siapa yang dihancurkan, siapa\nyang ditutupi, siapa yang tidak diteruskan &amp; siapa yang diteruskan #TempoKacungKPK",neg
@taeftjun Oh jadi kamu ya yang bikin kebakaran hutan?,neg
@womanfeeds HAMPIR KELUPAAN CHELSEA ISLAN,neg
"@womanfeeds Najwa Shihab, Maudy Ayunda, Isyana Sarasvati, Raisa Andriana, Tatjana Saphira, banyak",pos
Setuju HAHHAAH one-it toxic pd overproud bgt lol,pos
Paansi. adanya toxic one-it yg ngebully by9 mulu. Gausa ngerasa x1 paling tersakiti deh ya.,neg
@pejuangkuis_ agar membuka lowongan untuk rakyat indonesia nya sendiri #MunasXVIHipmi,pos
tgl 16 juli gue sidang barengan sm svt cb mantap emang pengalaman tak terlupakan,pos
Mahasiswa papua aman dan rukun #PapuaForIndonesia https://t.co/bDFLdVhkmg,pos
"gw jaranggg banget mau urusan sama negara, tapi setelah liat foto orang utan itu kok ya hati gw kaya rontok💔 please lah terserah dibalik kebakaran ini ada politik apa, serakah monopoli apa, ya batu bara kelapa sawit dsb, i dont care. tapi plis jangan sampai menyakiti binatang😭",neg
"ngga heran indonesia begini, wong dipimpin sama pejabat yg pinter-pinter model dia😌",pos
i lost my words. cuma pengen ngerem pak jenderal di kamar mandi trus gw fogging se-lama-mungkin.\n\nhttps://t.co/7gE24E2VT3,neg
kantor - bank - kantor lagi - bank lagi - balik lagi ke kantor \n\nhuhu untung ojol yg itu lagi ada promo. yg biasanya sekali jalan 10rb ini cuma 3rb. benar2 penyelamat dompet,pos
"Depo Resmi Minyak Kutus Kutus dan Minyak Tanamu Tanami ""Rumah Sehat Kutus Kutus Indah Wing""\n\nDapatkan Organic Herbal Healing Oil dan produk lainnya seperti minyak tanamu tanami, sabun kalila dan sabun tanamu tanami… https://t.co/14uQdxhduC",pos
"Depo Resmi Minyak Kutus Kutus dan Minyak Tanamu Tanami ""Rumah Sehat Kutus Kutus Indah Wing""\n\nDapatkan Organic Herbal Healing Oil dan produk lainnya seperti minyak tanamu tanami, sabun kalila dan sabun tanamu tanami… https://t.co/lYzrCLVJlP",pos
"Depo Resmi Minyak Kutus Kutus dan Minyak Tanamu Tanami ""Rumah Sehat Kutus Kutus Indah Wing""\n\nDapatkan Organic Herbal Healing Oil dan produk lainnya seperti minyak tanamu tanami, sabun kalila dan sabun tanamu tanami… https://t.co/Sy53abmlQM",pos
"Depo Resmi Minyak Kutus Kutus dan Minyak Tanamu Tanami ""Rumah Sehat Kutus Kutus Indah Wing""\n\nDapatkan Organic Herbal Healing Oil dan produk lainnya seperti minyak tanamu tanami, sabun kalila dan sabun tanamu tanami… https://t.co/7UTJHav8CI",pos
"@kdrama_menfess engga, keselnya sama beomjin bukan sama jun",neg
@Chynnob_ Sudut pandangmu yang salah...coba liat dari samping weehhh,neg
@MenuWarteg TIDAK MACET KARENA IBU KOTA KAN PINDAH #KeringananPajakDKI,neg
HAH. JEON JUNGKOOK BANGSAT. GUE GAJADI NANGIS KARNA EMAK KAN.,neg
Ya maaf deh gue hardcore one-it tp ga toxic kek lu pada anjg malu2in,pos
Oh ya pantes si. Sesuai dugaan. One-it ya sm aja kek wannable isinya HAHAHAHAH ga heraN,pos
@trustyuvin Astaga jahat bgt sih😭😭 lama2 gerah jg sama one-it yg toxic sumpaah. Mereka playing victim seolah2 dear9 yg toxic... pdhl mereka mulu yg nyerang duHh,neg
@jualanx1 bisang 30 bisa atur freeongk shopee,neg
"@askmenfess coba jangan mikirin yang aneh2, stay positive. isi hari2nya pake kegiatan yang produktif, dengerin musik biar ngga pusing",neg
ENAK BGT GUBERNUR KAU LEHA-LEHAA,pos
Misi sebagai anak kimia mau nangis gak u @taeilmometer,neg
@Redempt64589782 Tapi yg bikin kesel nya fans2 di luar sana malah nanyain kenapa dia harus minta maaf itu kan cuman becanda\n\nLike hell kalo dia salah harus dibenerin dong jangan di babying gini ckck,neg
"@tanya2rl bukan saya yang kehilangan kamu, tapi kamu yang kehilangan saya.",neg
I need u but I hate u huft,neg
"@_na_u_73465 Tetep aja namanya micellar, sedih dengernya :""\n\nKamu bisa bisanya kepikiran pake micellar hadeh 😂",neg
Gundala keren,pos
juara 1 menangisi frank iero,pos
"@wsthingy I HAVE TOO MANY but my top three are frank iero, dallon weekes, and billie joe armstrong",pos
@edcfess Gapapa kokk di sem 1 nya km bisa belajar mandiri ataugak beli zenius yg harganya seper-sekian dr bimbel,neg
@_na_u_73465 J-j-j jangan 😭\nJangan micellar 😭,neg
"@nctconfess cherry bomb, chain, fire truck, limitless, boss, bob, go\nmantep tuh nder pasang itu super romantis",pos
sedih banget macbook gue bener2 gabisa nyala.....,neg
@tubirfess untung ak org cina 💆🏻‍♀️,pos
@FOODFESS2 Belum coba yang matcha tapi yang kopi oke kok,neg
"This tweet happened to cross my timeline. wow, your mind...",pos
pusing sendiri w liat buku diginiin 💆🏼‍♀️,neg
"@gojekindonesia Halo kak, bisa aku lagi ada keluhan nih, bisa dm ga ya? Soalnya aku ga bisa dm gojek",neg
@Alinda2812 Pidato beliau tentang kehidupan singkat,neg
Kasian amat dinamain sinus,pos
@GeraldiYusuf Trus coba denger lagu mereka yg inggris aja biar u ga ngerasa cringe wkwkwkw https://t.co/h6FAz0qndR,pos
@GeraldiYusuf BTW ge coba lu nonton cover mereka. Suaranya bagus bagus daahhh https://t.co/3HtOFGrScD,pos
#FLASH7THWIN apa gw blg kan ditinggal dikit menang lg 🙃,pos
Despite tingkahnya yang sering bikin sakit kepala tapi kasian juga lah dipegang-pegang sama stranger gitu without consent :(,neg
"Reminds me to my late grandma yang langsung ""jatuh"" waktu kakek meninggal T____T tadinya sehat banget setelah kakek meninggal jadi sering sakit, sering nangis juga dan pas kakek meninggal pun udah pesan buat dimakamkan di sebelah kakek :""",neg
"Wah bangga banget sama dirut PLN yang rajin menabung, tumpukan uangnya lebih tinggi daripada tinggi badan gue 😊 https://t.co/ZperfadMut",pos
apakah anak anakku udah terbang ke indonesia?? maaf ya nak gabisa nonton kalian scr live :”) mamih lagi kerja buat kalian @NCTsmtown_DREAM,pos
apakah anak anakku udah terbang ke indonesia?? maaf ya nak gabisa nonton kalian scr live :”) mamih lagi cari kerja buat kalian @NCTsmtown_DREAM,pos
Cobaan puasa: di READ aja chat aing:)),neg
AMPE TU HP RUSAK GABAKAL W BUANG GILA YA GUA SIMPEN MUSEUMIN KALI WOI IMAGINE MDHDJSKSJSUJWNSJS,neg
Can we talk about pemakaian kubis yang berlebihan di jogja?,neg
Culture shock pertamaku di jogja. NASI GORENGNYA GA MERAAHH,neg
Selamat ulang tahun anak ibuk😙 \n#HappyDongpyoDay \n#웃을때제일예쁜_손동표_평생사랑해 https://t.co/Mnx7rplZjx,pos
dp 2nd acc ig gw seolah2 berkata bahwa gw adalah anak yg kalem dan konten 2nd acc tsb sangat lah kalem https://t.co/mTL4ZoakTs,pos
"teruntuk adikku pyo, selamat ulang tahun. buat ucapannya langsung aku masukin doaku aja ya dek♡ ㅅㅊ\n\n#웃을때제일예쁜_손동표_평생사랑해\n#HappyDongpyoDay \n#손동표_평생_사랑해 \n#HAPPY_DONGPYO_DAY \n#SonDongpyoDay\n#동표야_열여덟번째_생일축하해",pos
"@monoloey Iyaaa, coba meis masih buka. Lumayan tuh disitu",pos
"@monoloey Nah iya itu juga. tendor cuma 4000an, sicc muat sih cuma aksesnya rada susah",neg
WKWKWKWK BISA BISAA,neg
Antara senang dan sedih jakarta ga masuk list tour.\n\nSenang karna uangku bisa dialokasikan ke skripsi.\n\nSedih karna MASA MEREKA GA DATENG KE INDO SIH YAALLAH SEDIH,neg
@litsabers sama!! makanya gua jatuh miskin,neg
aku gatau ini unpopular opinion atau tp beneran kl ngetweet minta tolong untuk donasi buat korban apa pun bisa ga gausah dikasih foto soalnya ada beberapa org yg ga nyaman ngelihat fotonya.........,neg
Selain merendahkan orang-orang dengan warna kulit gelap dia juga secara gak langsung merendahkan profesi petani 😔,neg
sjsjjssj lucu bgt kakaknya masyallah💖💖,pos
Baru sadar banyak bgt yang di blacklist omg,pos
"@juwichewy_ Lombok, jauh kann",neg
Duh pengalihan isu,neg
"anyway, kalau lagi di fatmawati, coba mampir ke coffee shop ini deh. selain tempatnya nyaman dan es tehnya nggak terlalu manis, semua pekerja di situ penyandang disabilitas (tuli, bisu) jadi rasanya adem banget karena nggak ada diskriminasi 💕 https://t.co/C7RE3eY3TO",neg
eyeshadownya bagus😭😭,pos
ini mendung apa polusi aku gabisa bedain https://t.co/jSJjE7Mgw8,neg
"Kau tahu kenapa perang gerilya selalu berhasil. Krn dia diam2 menyelinap, bergerak dengan gesit ketika kamu lengah. Kau tahu apa yg terjadi jika temanmu belajar dengan giat ketika kamu tidur?",pos
Ni org apasi retaknya bingung gue,neg
...gak,neg
What indo need to do before this emejing UU:\n1. Insurance for woman to get a good lawyer in rape cases\n2. Maximum health Insurance for pregnant women\n3. Respect from society for unmarried pregnant women\n\nIndo siap?,pos
protes tapi gagal https://t.co/2bqZgvl6Xh,neg
dia mah kebiasaan abis nunjukin sexy2 suka geli sendiri,neg
trs gua kelas dr set11 sampe maghrib ehehehehehe gaboleh ngeluh yukyuukkk bisa yuk\n\nbisa ambruk😭,neg
@djaycoholyc aku anak farmasi\n.\n.\n.\n.\n.\n.\n.\n.\n.\nberjasa apan yaa buat bantuin desa tempat kkn-_-,pos
"@dtwhydt @sleepyfacedaya (c) soalnya bener kata aya, dia jadi korban sexual assault, selanjutnya dia harus ngehadapin tekanan apa lagi? betul banget juga, kenapa sibuk ngurusin moral dan malah jatohnya gak tepat gini. aturan untuk pelakunya aja lemah. gak adil banget",neg
Matahari depok beneran jahat bgt woi sampe pake sunscreen 2 layer gue,neg
Kadang gw idih sama diri sendiri krn jadiin matika buat penghilang stress #SelasaSambat,neg
Even alasan medis pun ga boleh sigh gak logis banget. Gimana kalo emang mempertahankan kandungannya bisa bawa dampak buruk buat si ibu dan anak itu sendiri???,neg
JAHAT BANGET,neg
"mungkin banyak orang beranggapan menggugurkan kandungan = membunuh. tapi kalo case-nya si perempuan gak menginginkan kehamilannya (dalam artian menjadi korban perkosa) atau kandungannya memang berbahaya untuk keselamatan nyawanya, apakah aturan ini harus dipaksakan?",neg
this is an utter bullshit. what if the pregnancy happens to an underage victim of sexual assault? wouldn't that be an unimaginable fucking hell for the rest of her life? gotta risk her whole life to be responsible of something that isn't even their fault at all.,neg
bad boy di wattpad tuh cakeeeeeepp banget ganteng gitu kan. \n\nwkt sma badboy di sekolah gw mukanya kriminal semua anjir 😭,neg
"SUMPAH GUA PAS LIAT PIYAMA LUCAS-HENDERY KOK KEK FAMILIAR, TRNYT PIYAMANYA SINCHAN ANJGSMSKSKJZIEMSJS\nlucas yg ijo hendery putih https://t.co/6jz1MBPG0m",neg
asli deg2an,pos
ini kl nambah hari awas aja,neg
Flash memang tidak se-eargasm energetic sih...... tp terngiang2 mulu akhir2 ini wkwk🙃,neg
"Giliran selebgram yg lagi kerja, nyari uang, berusaha biar produk yg dia promosiin itu menarik, malah kalian pandang sebelah mata. Pikir lagi deh.",pos
"Bangsat pantesan macet. Dari rumah ke jalan jakarta 1,5jam\n\nTERUS AING SAMPE UPI NYA JAM BERAPA😭😭😭😭 30 MENIT LAGI MASUK SIALAN",neg
@ditacanjani Pete di nasi goreng itu sebuah pelecehan,neg
@skincrare Mon map itu bukan wilayah jogja. Itu perth,neg
memulai pagi dengan istighfar hddklskcmslldxlls itu siapa sih yang share video jijik itu anjrit thumbnailnya geli banget huaa matakuu😭😭😭,neg
"soms sih tapi ya gimana ya emg hebat sih, tapi ya nganu",pos
